prédiction,réelle
11273.65725852796,20630.28
17737.300489816498,17352.68
3577.439789997661,2156.75
39390.01128058584,39871.7
4156.056605658385,2207.7
12108.269024118075,10407.09
18627.69719030781,15817.99
40647.54188523435,40904.2
43061.32660186941,43753.34
6621.601265879779,4449.46
3043.095473526995,11482.63
3727.918161549391,2102.26
15960.650240006002,14283.46
5918.660748002545,6666.24
15491.730852702745,14001.29
5965.094887032879,4827.9
3265.933009082066,2134.9
8713.820292055025,7441.05
8153.656389250053,5989.52
9380.955942036044,6551.75
4362.575912901917,2362.23
14408.424610455972,13228.85
8272.85381948986,6198.75
9752.303185399178,8283.68
11782.454102034788,10594.23
12143.507875453875,11353.23
9591.022498239068,8605.36
5672.517300216185,4544.23
13782.898238599617,12957.12
44949.92476054414,46255.11
13256.5907928595,10736.87
21331.646428560325,20984.09
5966.7444086571995,4527.18
12603.565069514236,12222.9
12567.7551687049,11073.18
13128.990897755773,11856.41
10225.062171533213,8733.23
6051.412880398677,12404.88
2659.9840000136937,1515.34
8703.10237245879,7512.27
29021.515208017478,27808.73
12024.251170649099,10806.84
9973.617989468652,9264.8
9775.628059309329,8891.14
9010.441115916103,24915.05
6512.329124086717,5152.13
17673.701157935524,16115.3
42139.54216498954,42211.14
4156.329709573376,3021.81
3957.706231099739,3176.29
7415.936909777034,4877.98
11459.012027101044,10601.63
3939.8812647818777,2304.0
11558.29712091444,10791.96
47211.64472055237,47055.53
4179.223782036257,11272.33
37346.94010745538,36197.7
7055.006892236361,5979.73
44458.997849597145,45863.2
12371.568440121564,11163.57
12384.02617544931,11362.76
5708.634204196662,14358.36
18645.995119738087,18246.5
3891.48521003966,2497.04
5130.701089658169,3704.35
3800.674166447363,2438.06
8220.18660492836,6837.37
2275.672970834814,1526.31
5848.901499025078,4032.24
8977.857988215828,8582.3
4786.882034417136,3659.35
19141.560214662004,18608.26
15131.003107647819,14319.03
4745.142087788394,3736.46
42587.29423664966,42760.5
5713.65342761813,3537.7
35809.954912958565,36898.73
6721.609185314788,5488.26
3265.933009082066,2130.68
6373.49847563384,3877.3
11833.60569133862,10796.35
8984.317172625317,7443.64
10262.620153871769,8516.83
9438.72769336549,8124.41
3029.2761631641697,1632.04
6831.697293733783,5438.75
3311.855138804458,1909.53
15608.329053287665,13607.37
8985.277100374245,7985.82
12554.914086067327,12032.33
7913.505995316258,6775.96
17712.945373285762,26125.67
5177.984321745598,21984.47
8923.896550253707,7243.81
7630.375327081258,6435.62
6045.763067630596,4243.59
9838.961577809388,8827.21
4408.556700220601,2803.7
10739.620847415363,9504.31
12937.87814101202,11455.28
9582.986161606428,7261.74
7782.846734418412,24671.66
4087.4992312879986,2254.8
4156.056605658385,2205.98
6045.763067630596,4239.89
6267.881448752098,5615.37
9466.234794734626,8688.86
11651.950566427184,10325.21
36220.88951929301,38344.57
3483.108503513373,2026.97
4647.9719616483635,2643.27
9181.66488418595,7624.63
12135.216675557911,11033.66
8426.66091016727,13725.47
9122.544812595348,7804.16
9078.663736159311,7740.34
12499.232524951944,11381.33
11937.021190875763,10942.13
3472.100382803743,1977.82
18163.86305069419,18033.97
46699.82188535349,48173.36
7388.1584932222395,6082.4
13397.24535968894,11763.0
3175.1992792437777,1837.28
47966.60286248414,46130.53
9717.258432566467,8522.0
10586.901777206487,9625.92
14013.718054960602,12982.87
12369.089452932607,10043.25
7773.983974591763,6360.99
39174.20906767002,43943.88
13733.980871352685,11289.11
9834.873685387514,8534.67
23761.78298874656,21195.82
7571.3924379608725,4561.19
28663.25630473439,28101.33
29280.708225749215,29523.17
5287.1811676452035,3292.53
4678.497306885973,3556.92
12335.042554332958,11286.54
3508.8558670518687,2352.97
15258.748677563179,13224.06
10706.636798973657,9048.03
10702.498509752004,8871.15
12814.007799997207,35160.13
45516.911024628316,46661.44
2928.6967903289333,1634.57
4156.056605658385,21344.85
6389.123549186235,4889.04
12512.914814545764,25992.82
18205.861246084303,16455.71
14013.147573841301,12479.71
6417.0377479003455,4462.72
10085.864676849433,32108.66
8972.567901728864,6113.23
6547.55434140471,4058.71
13721.961205813584,12815.44
41760.19238507385,39597.41
12215.96103480593,10959.69
6912.770350072431,4433.92
15082.454735614938,14394.56
20713.28619012669,18972.5
7070.792465597893,5972.38
14798.91358638171,13831.12
39945.143859186544,40182.25
6508.493935318151,5375.04
9582.986161606428,7256.72
4131.762096870607,3353.47
20042.182404800667,17179.52
3037.861941475341,1646.43
40421.40652584337,40273.65
4382.844089003298,3206.49
8145.252593083502,5729.01
14043.830094395686,12333.83
10103.886752721432,26236.58
14913.917825164448,13974.46
12770.272575968147,11244.38
5357.192059574907,3935.18
6143.3248953216935,4753.64
22481.798553359622,38245.59
10960.99785227352,9583.89
10269.299496588437,9566.99
8327.957167662218,6664.69
11125.316241487622,10231.5
10382.570776981907,9249.5
3205.349334413302,2007.94
4177.561250768245,2709.11
10060.077493696217,8825.09
5432.9187578032415,4402.23
6261.826234810387,4562.84
22386.16570823768,21774.32
4360.2145037793525,3277.16
4467.501388039924,2866.09
8278.621515720542,7228.22
14575.563327612468,13457.96
12310.203943406783,9704.67
4660.688707422014,3238.44
23881.225247517235,21223.68
6992.94047714278,5469.01
3775.778576603596,2217.6
3024.112804441618,2302.3
24203.3932018407,23244.79
3043.095473526995,1621.88
3717.9111702891823,2690.11
7631.472289745689,6414.18
12756.326779671224,11848.14
10272.034273507137,8334.46
10862.763381355646,9095.07
3732.264899074853,3378.91
9123.793198990628,7518.03
15753.279435958004,14418.28
15791.931230380846,14394.4
15716.578296809123,13430.26
18068.207633559272,17081.08
8885.875497071554,7152.67
6124.422624844827,4906.41
43414.59180377815,40720.55
10457.686922663594,8606.22
3874.8627589340613,2850.68
9957.068459566683,8569.86
10788.73610327169,9869.81
38881.424373388465,40932.43
3472.100382803743,1972.95
14177.811191691784,12629.17
5013.599200127152,3861.21
12602.149181121213,10381.48
3544.391584689449,12890.06
15746.667875603387,13844.51
2881.6014095747123,1980.07
11023.154602474868,9855.13
7086.357459170837,5662.22
3254.0626257011572,1719.44
3734.172829051062,18955.22
3043.095473526995,1631.67
39224.33052982841,38792.69
3704.904220083561,2322.62
42048.1625849439,40941.29
9592.325902738356,7935.29
10048.600559623635,7537.16
8982.979012429218,8269.04
11125.316241487622,24476.48
6499.720531130901,5124.19
6362.595121381728,4883.87
8770.258413413052,8026.67
7287.006352701583,5630.46
11266.18650934363,9910.36
3957.706231099739,3176.82
12460.86431410739,20709.02
41904.12746748832,39725.52
15909.37177610985,14901.52
6699.301287481187,4504.66
14394.803301643962,12925.89
8207.754699001793,6875.96
12265.015550780523,11305.93
11030.052005937661,9386.16
13796.759589487036,12741.17
6615.3337236635925,3925.76
38206.82705379006,55135.4
3367.7029502994556,1725.55
6284.741794496167,4934.7
14535.830320896646,13555.0
15031.138218008924,13887.2
7528.863129181524,5327.4
3367.7029502994556,1727.54
10129.8943246402,8615.3
24586.624417142586,24535.7
8713.492653856636,6128.8
2413.3371007231653,1149.4
9940.056274662975,8059.68
14963.913379313428,27000.98
13204.426562486922,12523.6
8253.80681823594,7173.36
9249.595849734786,7727.25
14348.66955115815,13393.76
10466.747274744117,8932.08
2417.5076259466296,1137.47
6052.440017006089,4686.39
17530.513106714083,14455.64
9356.349903605971,7742.11
6880.485463358116,5383.54
11763.371995239755,9964.06
16113.71058543136,12829.46
14946.909322118383,14692.67
13080.49456091207,11944.59
11534.086576202928,11411.68
48979.01885665395,47291.06
5869.107523587909,3943.6
7247.272616362068,5846.92
2643.056679473135,1969.61
5097.191707345612,14426.07
5543.991213627791,4571.41
13872.745548731047,12648.7
35985.139611524646,33732.69
4519.090781822681,3161.45
12494.307938193286,11743.93
13505.3932596374,12485.8
6202.993027948296,5267.82
36889.86197582824,34672.15
10729.676318427086,25656.58
8101.936799329851,6948.7
11242.565131611265,8538.29
36743.52490361177,37484.45
2898.9550905462274,2117.34
7140.841417679152,4922.92
13817.851775098054,12646.21
7808.5974411417355,17128.43
10315.93477492939,8347.16
12938.10854771603,12044.34
6478.184660130752,5003.85
6854.578271907942,4667.61
10606.499836026536,14478.33
13991.593395162938,13616.36
4892.170579708176,4687.8
5633.666156438141,3947.41
5636.188359976493,20177.67
8635.68612865238,6799.46
10974.420304608238,9630.4
1951.631102952957,1256.3
2619.235020284126,1252.41
9334.336296787342,8068.18
11907.666369744078,11454.02
3366.669966806774,11884.05
5961.021798694272,4718.2
25665.358401491976,25678.78
11941.261175859132,10214.64
20017.33895438905,19719.69
5648.699928038346,4320.41
6945.758043908849,5397.62
39902.38217782068,38126.25
6768.791467008872,5227.99
3015.594517345795,1674.63
45325.54714069871,46151.12
23171.583422842676,22144.03
20178.838864236423,17904.53
13963.968488312752,12269.69
5231.9467914306715,3471.41
3043.095473526995,14133.04
10433.439553305356,28468.92
12751.914340991754,26467.1
4018.6244947555497,5080.1
12842.223648330186,12124.99
10790.276955684923,9487.64
12293.643266417092,11093.62
2446.2460433387387,1682.6
14163.44424233751,13143.34
18464.73663613078,17560.38
4450.426239279252,3062.51
9170.511015498607,7162.01
11685.737223173328,10450.55
3830.576428157812,2200.83
11430.531766527472,10226.28
6046.738116310977,4350.51
10335.913157723424,8310.84
12312.347121772007,10264.44
25827.169702194813,24520.26
5689.308101022791,3956.07
3029.2761631641697,1635.73
12328.046633235032,10923.93
42548.334794246766,44202.65
46702.983846986295,47496.49
5384.280715210647,4260.74
9329.110335914283,6986.7
21904.245987941926,21677.28
4022.277687683316,2396.1
15137.500527118022,14007.22
3771.3193339007958,2585.85
13852.259485185781,11881.97
2781.1121809141005,1625.43
7577.484373474106,6402.29
3393.320627086483,2416.96
7427.307496458276,6474.01
9088.256313641872,7650.77
49614.28829306773,48970.25
5816.811600016168,3579.83
12673.22007864012,11658.38
37061.09496149652,37133.9
5752.005451638288,11326.71
3872.2472117620237,2250.84
6709.106748935201,5002.78
37251.9550421021,36124.57
10929.354478511039,9225.26
35993.28868008537,35585.58
5126.509032155867,4931.65
25940.205730620888,23967.38
2905.1291257204502,2457.5
10643.785414755928,9391.35
6926.840960736114,4890.0
12690.408837681205,10797.34
12675.805694764704,10965.45
14702.36970639819,13019.16
11716.381612266094,10435.07
11430.791341505379,9715.84
4059.7183411361184,2221.56
8595.357433705609,7045.5
6356.617133268275,20420.6
12781.179494883489,11674.13
11284.072447199213,9500.57
14942.92752542614,14349.85
7369.399843498373,5926.85
10297.201437763995,8823.28
5056.818909443857,3392.98
10881.99427590369,9563.03
14082.944432955399,13217.09
42933.19871721146,46113.51
21078.67067663397,19539.24
3839.863321467612,2680.95
4787.462027273887,12609.89
17966.5055993609,16085.13
10272.034273507137,8334.59
7466.243292876879,5148.55
14742.066977989878,14451.84
7309.782646605769,6196.45
4215.88315138888,3847.67
5938.963907656635,4719.74
2417.5076259466296,1136.4
12033.47319758896,11013.71
42503.05756632259,42969.85
3043.095473526995,1622.19
5853.209466340129,17626.24
11913.438065757706,10493.95
24238.126571509823,24873.38
7813.34368786222,6686.43
37909.9856659622,44585.46
10893.105526206717,9549.57
5335.726793604947,4357.04
8752.098342330833,6710.19
4177.561250768245,2710.83
8075.805747584425,6610.11
3812.021323585741,3484.33
10622.37602397596,9414.92
3993.290797879821,2219.45
27239.328116629964,25382.3
2881.3074665314452,1744.46
27091.138047268338,26109.33
4786.081928092015,17878.9
12001.271960345195,10564.88
3329.139565163474,1712.23
2857.520655933007,16586.5
46976.57834773185,45710.21
13627.587165201308,12557.61
9173.911209028121,6334.34
45228.619469072815,60021.4
6092.30819194069,4992.38
4456.809021268731,3167.46
46905.787503951826,47462.89
21953.769501570754,22462.04
41226.89947246171,40003.33
13078.88049424808,12622.18
13083.375784140802,22192.44
7284.303982243693,5377.46
14189.432437853175,24513.09
24563.929473741286,22412.65
6442.545821192885,4738.27
16943.384010603913,15161.53
13695.228362752241,12233.83
6590.607013552733,5649.72
40587.95634252397,39983.43
13313.702539027798,11842.44
10984.548862636717,9875.68
14639.305902540968,13470.8
6277.857037438309,4441.21
10905.683358534783,9222.4
8869.941251962959,7201.7
12319.574544572019,10579.71
5415.840111743833,4536.26
9552.045270951674,7729.65
25324.12699077201,23807.24
10759.939738012272,9432.93
5902.904575797023,4670.64
15857.802074268478,14119.62
12673.220078640123,11658.12
18227.37785464587,16232.85
8267.035681001822,7133.9
40874.02977081307,42983.46
8317.271706108877,6406.41
10743.791372638827,27346.04
5643.024840091499,3857.76
6209.472532786851,4337.74
20562.35883175566,19199.94
4096.613082028853,2699.57
11234.867564443435,9304.7
9470.942535295728,8671.19
10485.136014041085,8703.46
7461.455666537613,5920.1
10705.444529165197,9283.56
10408.973314257499,9140.95
16157.70546638277,31620.0
11023.010787229441,8965.8
10214.601172984572,9144.56
12559.063338013011,12029.29
12842.223648330186,12129.61
44489.60573769979,42303.69
3384.632791488293,2494.02
10391.966770887515,9101.8
13670.732856350714,11879.1
8454.183458194919,6770.19
8509.625368056015,6457.84
4076.5280667644292,3260.2
4463.830685662986,2904.09
2560.3128332212946,2103.08
17441.545437810193,15612.19
13692.159581881006,12430.95
35498.67373969959,34828.65
25623.528219616783,23887.66
12559.133001225438,10141.14
18065.862872526297,17085.27
11016.086018977843,9880.07
15740.69465417244,30166.62
22988.042137037104,24106.91
14775.109263306447,13635.64
25174.46749572792,24393.62
12503.403050175408,11363.28
12460.86431410739,11566.3
13525.079852828772,12638.2
12057.626475018673,11534.87
23461.886435228516,37829.72
42296.32508927568,40974.16
5873.763859580467,4399.73
14758.702503425904,13822.8
4709.355473284788,3171.61
1951.631102952957,1263.25
5919.0373322267715,4415.16
26018.354688167736,24667.42
9812.022715759824,8277.52
6072.226077065043,3393.36
14443.086768841225,14254.61
7722.610809567532,5969.72
14668.569533886659,12928.79
4501.288091306833,2566.47
11645.957862749874,10713.64
18614.92893432942,18765.88
12617.69032176019,10560.49
41449.244858338825,41034.22
24328.41154190881,23401.31
9802.927057666928,8442.67
46799.175170951334,47896.79
2417.5076259466296,1131.51
22120.887031128208,21348.71
35364.57156035724,32548.34
9706.636901009257,8551.35
13596.368184570678,11396.9
17825.54124751651,16069.08
12979.985408598473,11187.66
10172.319097341091,8547.69
10160.353862888089,20878.78
48881.936493509784,48675.52
16555.236620173077,15555.19
8980.660881769418,7448.4
3229.9091981748898,1842.52
8308.426991409373,6555.07
18520.68759267699,35147.53
39006.423648697615,58571.07
12359.660946365382,25333.33
12380.727090880298,10807.49
11795.59515612558,30284.64
6482.615779018464,4779.6
5435.63205851276,18963.17
14348.66955115815,13390.56
2052.2637632008336,1727.78
8782.659298064807,7441.5
13624.908742312462,13204.29
5471.756818101958,3972.92
2840.1722823449563,2913.57
8885.875497071554,7147.47
23732.235016372444,32787.46
14913.917825164448,13981.85
21540.83720216586,20149.32
7143.3613472479265,5757.41
7421.181508169157,5910.94
7757.691939372362,18804.75
10204.674828496802,8444.47
5666.644359384962,4428.89
2413.3371007231653,1163.46
41684.647183610854,42124.52
8492.356285678969,7160.09
14976.378845898329,13937.67
4479.260275692792,2639.04
3265.933009082066,2128.43
2857.520655933007,1532.47
5099.80782776932,3227.12
8007.035088568773,6985.51
4679.446452307613,3046.06
5189.527133524678,3309.79
10928.894526539598,10096.97
3577.439789997661,2155.68
14316.638628820969,13470.86
3915.648384113425,2731.91
9727.721702004852,8027.97
8590.254937275085,7418.52
8885.660446091448,7337.75
12660.094028662012,10928.85
2417.5076259466296,1135.94
43830.35496621146,43254.42
12801.31062301637,10269.46
13839.706714692356,13063.88
3265.933009082066,2138.07
23927.831816919756,21978.68
14572.542872068192,13047.33
5892.274699965781,20277.81
6546.765880084042,5708.87
37925.598348971616,37465.34
11798.409238423128,10976.25
7765.598818007484,6640.54
27147.875016307644,27533.91
7743.445172707907,6112.35
14182.593513844273,13844.8
20379.541840267102,19444.27
8315.320810741781,7345.08
1951.631102952957,1261.44
10361.326518361306,8604.48
6744.07798743441,4661.29
4840.879779646231,3213.62
7420.85672746676,5966.89
2395.441186426033,1964.78
6254.689861060437,4347.02
39950.41230340148,39047.29
9534.897215460023,7358.18
15355.357921413148,14235.07
4945.758312460466,3554.2
11030.896367427833,10156.78
5421.100709832399,3994.18
3040.477687618044,1875.34
39757.45314760481,44501.4
4907.339314658211,3366.67
12222.586389449874,11345.52
9518.317637149546,28340.19
3961.7150224661054,3172.02
3538.88612373628,3208.79
8031.483819450586,6877.98
17434.3367411885,16138.76
4156.056605658385,2211.13
3891.48521003966,2498.41
8580.055303223708,7371.77
3693.948554120343,2483.74
10378.822192934836,8116.27
16809.5202641558,14571.89
13580.91668066349,12950.07
10922.855208896755,8978.19
10747.2084602884,26140.36
10646.614544089065,8527.53
3570.5102388822233,2137.65
5816.811600016168,26018.95
3348.8465172973556,1986.93
6202.993027948296,5266.37
14303.365699634836,12643.38
17593.070953201306,17748.51
17428.451644426736,36580.28
3925.6310297707023,3410.32
12408.041949615153,11090.72
2219.970970027316,1121.87
16543.40399891089,14988.43
9232.231813342805,8252.28
43457.297708843216,41919.1
39543.00695305669,38415.47
11089.908620477636,8410.05
39627.55784772137,37701.88
29381.384483096666,30942.19
15147.495341865584,14043.48
40352.64243422397,41949.24
10774.354702250346,9282.48
8074.0813419700735,6389.38
2622.5205415513265,1826.84
13536.352084708913,12347.17
2413.3371007231653,1146.8
21244.12204194327,19798.05
3666.6695509838064,25081.77
9142.35383350345,7954.52
36229.496847515235,33907.55
44453.58921014611,43896.38
28136.125692389454,29141.36
5008.014532693513,3385.4
5590.125548572154,4133.64
8276.206640075656,6600.36
14718.838254511662,14210.54
11149.73262942072,9290.14
9871.709593211739,8233.1
12979.985408598473,33471.97
5179.047933222815,3906.13
37291.53108428375,36950.26
1790.1913169535183,1242.26
24880.51265571417,24180.93
37470.10522305808,51194.56
9206.85791881915,8116.68
5323.835817667254,3279.87
11789.658641365548,9411.0
11030.277676237616,9748.91
12735.37868847424,11085.59
5441.1203794701305,4391.65
7481.884496284834,6373.56
13005.029138380643,12592.53
10788.73610327169,9863.47
11996.844447726022,11538.42
26858.340169025323,27218.44
3043.095473526995,1629.83
13334.075961070223,11945.13
8272.85381948986,6203.9
8088.987710032257,7147.1
44604.50358854694,43921.18
13106.49928008648,10600.55
12765.551999173753,21797.0
36351.539102219205,34472.84
25172.44514321052,23568.27
28889.038649246235,28950.47
9520.575952552917,8023.14
23704.680178446542,22478.6
21089.894529737212,19362.0
20941.428736883554,20009.63
19316.564794094276,19933.46
7813.085402880239,4915.06
35843.956291599156,36219.41
7023.27037433529,4837.58
18899.282363096536,16577.78
14163.44424233751,13143.86
3775.778576603596,2217.47
44585.36810875026,44641.2
8211.1939306508,7419.48
10319.695745623945,8968.33
7382.78188231186,5261.47
13286.885665582437,12105.32
40328.394604584275,40103.89
10914.937137638168,9850.43
5601.0975231255525,3500.61
11501.129592740119,10422.92
13059.067835381777,11394.07
4456.501094698415,2730.11
5732.039813742333,3490.55
13220.524342819244,12323.94
49800.69336167401,48673.56
10674.878466872868,9541.7
8052.464093187451,6289.75
4450.426239279248,19673.34
4699.164252256935,2741.95
47426.39872856252,47403.88
17922.03892783557,16657.72
2818.5466475606518,2166.73
41751.40253797015,38998.55
8116.109990157358,6849.03
13968.36540670283,11987.17
12567.7551687049,11070.54
12722.379005800005,12231.61
11068.533692195082,9722.77
36245.290583406604,33475.82
18520.68759267699,18648.42
28489.246911514514,30184.94
35985.139611524646,34617.84
7156.725196083011,5484.47
37411.582156574324,35595.59
5935.360572769756,23241.47
43647.15910641908,42856.84
10088.784971329123,8930.93
14247.73234448454,27322.73
10655.503721461631,8413.46
13820.38316593803,12146.97
10906.579012903812,10355.64
8491.153068313024,7196.87
3348.8465172973556,1981.58
4204.46765532883,3693.43
4328.237050123942,2867.12
11709.898704309184,10338.93
11030.052005937661,9377.9
11220.96350508674,10107.22
3029.2761631641697,1632.56
20942.561723666768,18767.74
36171.947456181006,36397.58
14957.73073367985,12949.16
13271.200003076694,12475.35
14316.638628820969,13462.52
41719.00527414204,39556.49
14720.970155380062,13880.95
36834.00963567445,34254.05
27821.07572771291,26926.51
12485.722159882112,11735.88
17671.81756852719,15518.18
13453.598374528236,11946.63
4541.459219838089,2902.91
6882.353402003344,5415.66
2323.93170717487,1748.77
37041.90358620952,34838.87
19745.84587243006,15820.7
15428.67195918554,14313.85
35809.954912958565,33307.55
7098.098243611159,5709.16
15491.730852702745,14001.13
6425.939454954834,4747.05
11579.760535299873,10106.13
7735.787157669405,6311.95
5176.444993416839,4234.93
3329.139565163474,1708.0
3483.108503513373,2020.55
6465.203106076768,5253.52
13313.702539027798,11837.16
11846.761991434094,10959.33
12315.884327103971,10825.25
15981.33354236175,14474.68
9631.568729039393,8017.06
40674.17216518117,39125.33
11645.957862749874,10704.47
7023.690476683389,5031.27
9897.942455842996,19496.72
13645.460430471972,11436.74
2781.1121809141005,1628.47
6077.89133815579,4058.12
25566.228192643495,23306.55
42241.34645882018,41661.6
14325.243859209102,13770.1
11346.720908830153,10118.42
11655.639853518025,9877.61
6788.399237331247,5385.34
4884.999817040698,4134.08
6070.873523577095,19214.71
9558.183549942087,8428.07
9793.254779845907,7639.42
7836.024921161386,6753.04
37210.6229670484,34806.47
9400.202203184637,8211.1
2994.8211457732396,10795.94
14475.384287327113,13041.92
2822.3852794686136,2585.27
5126.875938887197,3056.39
11188.992619008439,8162.72
9582.986161606428,7265.7
4156.056605658385,2203.74
41626.49875810461,41676.08
7806.990128415033,6067.13
4655.199439504639,3594.17
13338.256757752217,11512.4
9549.950269512508,21232.18
5180.850711449457,3558.62
4834.783130929696,3561.89
4217.751926874094,2775.19
5925.693273829022,18838.7
9173.200920864909,7789.64
4554.694936177868,2727.4
2735.330659633084,1607.51
8606.689395463365,7731.86
7413.1484302316785,6117.49
8918.031413362865,24603.05
12848.392645131513,11015.17
37295.64078569451,36085.22
3037.861941475341,1639.56
4985.909741480362,22493.66
14693.129790076107,13224.69
46433.68151532512,46599.11
28074.362971071358,27037.91
21157.555120338948,35069.37
14204.181820693098,12265.51
11413.335870690018,9861.02
4622.168465273677,3597.6
5167.644216342353,3761.29
9706.636901009257,8556.91
12603.565069514236,12224.35
14443.086768841225,14256.19
5245.556246287422,4766.02
9334.336296787344,8062.76
