prediction,réelle
5581.883895513491,1815.88
10684.705811403453,5836.52
30187.884771932928,44400.41
7805.627701229576,4500.34
28643.257837775083,37742.58
14355.790523386642,12495.29
7459.913033507768,2719.28
7754.491016021531,2480.98
12181.404452636849,12142.58
28064.523422296676,40419.02
22208.374079543224,19521.97
13969.301004711793,24227.34
6886.599732806135,2020.18
29268.547598496898,38709.18
7793.241608175742,18157.88
27869.10145062801,39836.52
5077.802831749801,1743.21
11302.238333932133,7209.49
25704.056000611097,22218.11
33366.499755660065,46718.16
28831.856974326212,38282.75
5388.94391726884,1704.7
9607.85347232964,7144.86
6053.321796145536,2464.62
7732.712836840821,4237.13
6588.429141284356,1141.45
14123.122056482956,29186.48
7265.2597115982735,3981.98
13226.466088659276,14382.71
9565.14954103193,7077.19
29219.85162838092,47269.85
20077.269632474374,17352.68
29415.165494285513,39871.7
7328.0216231812865,2207.7
11730.48739282913,10407.09
20857.84850437931,15817.99
23496.751766736994,40904.2
26571.529284455122,43753.34
10042.630562388633,4449.46
5782.682228638536,2102.26
19521.53569287392,14283.46
12453.389583961614,12629.9
13327.014291003852,14001.29
7917.7055874601465,4827.9
6859.931726332266,2134.9
10462.193004529212,5989.52
11788.815500730721,8520.03
11172.628696477608,6551.75
7668.836269597985,2362.23
14492.432435055267,13228.85
9097.967554089097,6198.75
12039.430575496772,8283.68
13425.224745698908,10594.23
13421.54842015076,11353.23
10649.419773316255,8605.36
5624.926999461328,1967.02
7733.569252526353,4544.23
11938.235629752307,12957.12
30812.400716502132,46255.11
14227.548934459654,10736.87
23389.298671964087,20984.09
7525.9404756567965,4527.18
11843.844303638576,12222.9
11363.237263425905,11073.18
7186.688252303644,4189.11
13914.442182474322,11856.41
12373.925931373238,8733.23
9661.468314505415,12404.88
13421.54842015076,11356.66
5559.1373314150405,1515.34
9626.709804856451,7512.27
26495.426467891375,27808.73
13018.754165300496,10806.84
11075.280820217566,24915.05
7877.82582330982,5152.13
20817.198711369776,16115.3
30910.339198127287,42211.14
7845.4772013457605,3021.81
6461.320403284251,3176.29
8131.727984138244,4877.98
13055.486515688339,10601.63
5810.955338582169,2304.0
9605.255708070163,5325.65
11046.281554958277,10791.96
6546.728012587386,3077.1
32839.53008711911,47055.53
5840.864140408014,11272.33
7754.491016021531,2473.33
26668.568136529146,36197.7
13196.568397607236,11163.57
13320.299380510902,11362.76
9536.017080454301,14358.36
21868.507061514283,18246.5
8138.873580993071,2497.04
9196.226181429249,3704.35
8567.70816920785,2438.06
6819.293572218299,1526.31
7416.979023114318,4032.24
8856.806123049038,3659.35
7244.2709358360935,3756.62
8467.79957901641,18218.16
14473.306581438166,14319.03
26094.582536618007,24869.84
6865.433495327798,3736.46
30327.410467824146,42760.5
6994.92115095368,3537.7
10223.66287304666,5488.26
6859.931726332266,2130.68
9278.610502525667,3877.3
11460.030454183654,10796.35
11296.135796053828,7443.64
10504.007811322537,8516.83
9512.230883588614,5012.47
12108.61630298375,8124.41
5053.184553577808,1632.04
10737.165748798487,5438.75
7155.066585733501,1909.53
15000.057311065848,13607.37
9695.744399974597,7985.82
11458.841379528329,12032.33
10715.200943188724,6775.96
20356.51387690729,26125.67
7404.9391398430635,21984.47
9626.474814625677,7243.81
11619.931703398228,6435.62
7580.69811469382,4243.59
10254.181396730233,8827.21
6253.477067838525,2803.7
12898.36252128289,9504.31
11543.130236472094,11455.28
11787.763741116549,7261.74
8373.629532511295,24671.66
7842.420091144682,2254.8
7328.0216231812865,2205.98
7580.69811469382,4239.89
8146.663686407588,5615.37
13137.87946106831,10325.21
26535.22213433296,38344.57
7240.224247654456,2026.97
23592.696524770898,21880.82
7994.103187440238,2643.27
9578.599661208043,7624.63
13329.590608424009,11033.66
9461.917535610104,13725.47
12056.589449420408,7804.16
11727.549195467574,7740.34
13753.315023125208,11381.33
8351.212475731838,5458.05
11405.3204027177,10942.13
5654.868744705953,1977.82
10304.73328874584,8603.82
19937.070640642167,18033.97
9707.137762803603,4762.33
31233.344412305723,48173.36
10691.942938633141,6082.4
14209.32004281837,11763.0
8045.41553980549,1837.28
33069.01962338333,46130.53
11781.886083227451,8522.0
7572.159304209192,4040.56
12258.031106490893,9625.92
13259.366231879896,10043.25
10762.413743116082,6360.99
27243.39005239361,43943.88
14241.478822631701,11289.11
10341.369407741078,8534.67
12133.32838626781,13415.04
9224.134026559526,4561.19
26201.432722360325,28101.33
25755.230028876125,29523.17
8650.963149515064,3292.53
8345.366831041618,3556.92
11725.247691444149,11286.54
6009.947588645187,2352.97
14823.615905750883,13224.06
12867.34719047739,9048.03
12535.497827189603,8871.15
30954.951280100227,46661.44
7532.678960997444,1634.57
7328.0216231812865,21344.85
8110.764208733719,4889.04
12034.983109794972,25992.82
16135.033138627809,16455.71
12363.047249698406,12479.71
9652.0684086031,4462.72
11638.404655586837,11729.68
10476.317648022397,32108.66
10850.524505683174,6113.23
9442.19714470404,4058.71
12429.839086076325,12815.44
30420.817055719977,39597.41
13229.43316656414,10959.69
9770.951960658364,4433.92
13064.86671369539,14394.56
23913.753057104215,18972.5
10099.647367426252,5972.38
14796.654872909368,13831.12
29704.723286908593,40182.25
9740.447419319153,5375.04
11787.763741116549,7256.72
6614.4157618403515,3353.47
24187.948302317232,17179.52
6826.961439613,1646.43
30006.9088494319,40273.65
6672.9899340856955,3206.49
10769.868661301974,5729.01
12087.896674298052,12333.83
10095.04285875828,26236.58
14946.722901174955,13974.46
11993.930120724277,11244.38
9374.296735032454,3935.18
10193.574580857425,4753.64
7226.202265197111,3645.09
12577.305703598226,8596.83
24553.574324571062,38245.59
12519.035460135321,9583.89
10496.867075597027,9566.99
9246.883776444489,6664.69
12873.246329255919,10231.5
10538.253966349455,9249.5
5399.104842301065,2007.94
5769.166994615953,2709.11
11962.939492643109,8825.09
9367.852229605156,4402.23
7861.369169569225,4562.84
22637.992231686738,21774.32
8520.363707541565,3277.16
6479.503771506508,2866.09
8653.809664461387,6059.17
9244.493244023812,7228.22
12828.981639076299,13457.96
13149.536725976457,9704.67
4843.4131478852305,1253.94
9036.5480691792,3238.44
24917.05214694976,21223.68
8493.626784965058,5469.01
7768.779156898501,2217.6
6014.772623204637,2302.3
8969.187187151696,6184.3
6730.702074080122,1621.88
5890.771071937419,2690.11
8642.405153550691,6414.18
13356.17965437905,11848.14
12451.2161113359,8334.46
10756.441608087025,9095.07
6485.602629741186,3378.91
9757.019430353961,7518.03
15506.528160720443,14418.28
13339.564070746881,14394.4
15028.390335381693,13430.26
19456.97776923361,17081.08
11767.900263753398,7152.67
7723.234107852106,4906.41
31045.702543755793,40720.55
10714.017221218313,8606.22
12510.6759870146,8569.86
10784.389709032876,9869.81
28596.05807536152,40932.43
5654.868744705953,1972.95
12647.587885987825,12629.17
13590.640086410229,10381.48
7196.763325898399,12890.06
19380.52146485715,13844.51
7195.681133479407,1980.07
11096.65461704237,9855.13
10806.733682708405,5662.22
5297.563241090407,1719.44
5885.011687121914,18955.22
6730.702074080122,1631.67
23282.559670218474,38792.69
7964.493267784219,2322.62
30440.445618050875,40941.29
11826.960905120764,7935.29
14157.296014016894,13429.04
11618.655196432988,7537.16
9715.895234704918,8269.04
12873.246329255919,24476.48
10732.745520576074,5124.19
7876.085014332712,4883.87
9730.040170709499,8026.67
12695.844120943735,9910.36
6461.320403284251,3176.82
13456.345665773813,20709.02
28788.32895056251,39725.52
15223.257576607146,14901.52
10041.606793516745,4504.66
12899.498892313884,12925.89
11207.373769653987,6875.96
11580.31522158893,11305.93
13052.433465128568,9386.16
14396.84676594067,12741.17
8980.28835521891,3925.76
7222.935962813859,1725.55
7715.004862920097,4934.7
14762.903678897666,13555.0
9964.49193327778,5327.4
7222.935962813859,1727.54
10323.80776672578,8615.3
24142.615017834552,24535.7
10627.023143972128,6128.8
7282.719047822007,1149.4
10015.589068100686,8059.68
15123.176181438259,27000.98
12039.99363971081,12523.6
9525.490400707833,7173.36
11469.254216467889,7727.25
14254.167284844121,13393.76
10294.950146331827,8932.08
5769.166994615953,2709.24
10422.272659156119,4686.39
21182.34939358037,14455.64
10097.069721590306,7742.11
8215.31104965655,5383.54
13323.67836208722,9964.06
21041.753000429893,12829.46
14714.120781225633,14692.67
14032.898561780446,11944.59
13016.430153243313,11411.68
31802.244906159503,47291.06
9114.531218590579,3943.6
13372.119198816865,10848.13
10964.192049960724,5846.92
6829.5989841728915,14426.07
7525.751988238582,4571.41
14295.770630260155,12648.7
25644.59173740572,33732.69
6540.267961005087,3161.45
13605.370138180762,11743.93
14480.895214093673,12485.8
8026.5262185132015,5267.82
6730.702074080122,1631.82
9770.951960658364,19442.35
27473.722719930585,34672.15
10856.369935135779,25656.58
11079.839210887345,6948.7
12482.132547623081,8538.29
27885.027758346037,37484.45
9635.327105106126,4922.92
13913.097098826132,12646.21
10338.016266970186,17128.43
12673.523783437413,8347.16
11931.886390928968,12044.34
10078.43637672492,4667.61
6598.273068197941,4687.8
7352.056674638341,3947.41
7229.705044946095,20177.67
9524.443223054996,6799.46
12782.133831472967,9630.4
6488.447763619672,1256.3
4843.4131478852305,1252.41
11801.705772532277,8068.18
11486.271842825132,11454.02
5996.6936197754185,11884.05
7776.109452729819,4718.2
24590.925303020063,25678.78
10980.058322144305,10214.64
23123.984988028547,19719.69
9339.149812438107,4320.41
10217.136688438553,5397.62
8328.813246089674,5227.99
7272.24378694074,1674.63
28850.174044377054,46151.12
23202.82177317512,22144.03
22115.30037339468,17904.53
6285.706343635207,2789.06
9102.313355816368,3471.41
6730.702074080122,14133.04
12414.465619895895,28468.92
13703.195788901176,26467.1
7331.015440325722,5080.1
11859.040118016383,12124.99
10877.492903481992,9487.64
13627.437168956729,11093.62
6985.507242316404,1682.6
20827.596217379654,17560.38
8320.040678929845,3062.51
11954.670457365006,7162.01
13058.59439528703,10450.55
5607.641196684674,2200.83
13235.55629371345,10226.28
7691.071160726404,4350.51
11983.76378703995,8310.84
11580.085665053886,10264.44
24057.496931577603,24520.26
8762.620753746103,3956.07
5053.184553577808,1635.73
9770.951960658364,4433.39
13412.010038703245,10923.93
11140.497803230604,10594.5
31475.45900964379,44202.65
32221.22673092071,47496.49
9293.551061718743,4260.74
11616.79661814947,6986.7
23239.275074847043,21677.28
6099.774218590532,2396.1
14583.120885941586,14007.22
6078.542507644717,2585.85
5253.403484395911,1625.43
8834.184743486783,6402.29
7688.483269758766,2416.96
10469.957702612766,6474.01
11683.562568436502,7650.77
29732.640185685603,48970.25
8339.754880387238,3579.83
10021.315929599343,4463.21
11900.604774303403,11658.38
26611.09800788827,37133.9
10113.17652973114,11326.71
5940.964635014938,2250.84
8203.546718852447,5002.78
28298.48266092839,36124.57
10977.443877463616,9225.26
25707.92677078199,35585.58
9416.401817215119,6940.91
7494.709696385478,4931.65
5888.522278204902,2457.5
12516.76477948269,9391.35
10368.090339854905,4890.0
13522.081969580282,10797.34
11341.015787616932,10965.45
14584.500491512077,13019.16
13311.328279850322,10435.07
5650.862710886542,2221.56
9236.940082170517,7045.5
7826.333028745446,20420.6
12797.089983774673,14349.85
8661.757531383098,5926.85
10212.672874681217,8823.28
6847.488774500198,3392.98
12838.553318393879,9563.03
6721.762588196947,1880.49
22431.258291110375,19350.37
31233.344412305723,52590.83
12607.304877732351,13217.09
25059.703033431673,46113.51
22729.286675572264,19539.24
6316.25547073925,2680.95
16343.251189609917,16085.13
12451.2161113359,8334.59
10117.752968264565,5148.55
10265.498941610003,6196.45
7018.946633197873,3847.67
7572.976977574252,4719.74
11529.346342194876,9788.87
6588.429141284356,1136.4
9252.626331184565,6272.48
11827.303872728717,11013.71
30094.496282937595,42969.85
6730.702074080122,1622.19
11302.030560949093,10493.95
24736.982726178525,24873.38
8944.269529245885,6686.43
27730.554622839703,44585.46
13004.189848052814,9549.57
7359.881599212098,4357.04
9429.420812559367,6710.19
12750.947453894732,10602.38
5769.166994615953,2710.83
11241.331140335767,6610.11
6715.574545182179,3484.33
12296.837653352082,9414.92
8644.271265723086,4830.63
7285.158065922478,2219.45
26086.70760170661,25382.3
5077.802831749801,1744.46
8767.522757324004,17878.9
13233.784759508419,10564.88
5310.998072704491,1712.23
7100.4993597278535,16586.5
31842.864575155392,45710.21
14381.474663614106,12557.61
11011.313012480794,6334.34
31900.186182244095,60021.4
8041.336509730707,4992.38
6444.2578783006265,3167.46
29085.95031755972,47462.89
23439.141972420664,22462.04
28624.340966730517,40003.33
13788.71538854037,12622.18
12131.939788339045,22192.44
10330.01545864566,5377.46
12640.92202291936,24513.09
24904.31515899674,22412.65
9426.62686664591,4738.27
16292.153771638714,15161.53
11904.497714162055,12233.83
9943.8156368336,5649.72
28454.234581777706,39983.43
11723.550386717478,11842.44
12703.30086307268,9875.68
14679.207786842759,13470.8
7893.793546671646,4441.21
9450.687300807209,7201.7
13456.682458996875,10579.71
9644.954275315431,4536.26
10144.86938105755,7729.65
25261.39824010731,23807.24
12630.363560003232,9432.93
9675.315060969668,4670.64
15317.813412288726,14119.62
20206.170870157337,16232.85
9289.693241854942,7133.9
28068.103866824327,42983.46
9325.474314631318,6406.41
12857.80092134011,27346.04
9325.987679101632,3857.76
7620.231760172577,4337.74
22948.701027163475,19199.94
7984.555052020638,2699.57
13218.199138583246,9304.7
11799.215118161803,8671.19
10313.11580430195,8703.46
10577.37804825665,5920.1
12596.398696998507,9283.56
12669.71400095223,9140.95
10537.945103018512,8965.8
12217.054742884418,9144.56
11732.223412348889,12029.29
11859.040118016383,12129.61
30788.50626730877,42303.69
7824.483250794823,2494.02
10295.96190599616,9101.8
14050.91893314981,11879.1
9417.774223118317,6770.19
9263.430594724636,6457.84
6796.619585620996,3260.2
6431.183550404789,2904.09
21178.991332599053,17496.31
5625.617880690381,2103.08
15774.967197986029,15612.19
14130.182927474485,12430.95
25304.13098630682,34828.65
24401.419468890657,23887.66
20850.53948980112,17085.27
12478.53966169174,9880.07
13279.174545564896,30166.62
24231.19854178312,24106.91
14674.347954644445,13635.64
13806.14318126741,11363.28
13456.345665773813,11566.3
13726.446587935316,12638.2
11516.049614511345,11534.87
23345.09571564847,37829.72
5129.3732592089145,1728.9
7818.3947184556455,4399.73
14442.522397308345,13822.8
8447.56052129967,3171.61
7762.585367977088,4415.16
25774.160096675747,24667.42
9943.071858227348,8277.52
8353.59931383805,3393.36
12747.001056658077,14254.61
8685.234573493568,5969.72
8151.749842936075,2566.47
12804.733083038602,10713.64
21992.56015611436,18765.88
14076.709646407147,10560.49
5561.56251562917,1711.03
29630.51203021842,41034.22
10326.581326117812,8442.67
31109.022221229472,47896.79
6588.429141284356,1131.51
26198.324768093822,32548.34
11766.878047900213,8551.35
13949.316537163957,11396.9
13548.035922685347,11187.66
10479.100566114745,8547.69
12175.503805522518,20878.78
15502.701111306133,15555.19
11718.63501166035,7448.4
5305.079513829649,1842.52
9235.724805563437,6555.07
13581.270168358358,10982.5
20937.337635122574,35147.53
27169.139880723153,58571.07
13659.309537486024,25333.33
13798.050335725202,10807.49
11290.106903888187,30284.64
20076.022003265436,16297.85
7155.066585733501,1917.32
8032.194355611238,4779.6
9276.328909284483,18963.17
14254.167284844121,13390.56
7416.515236017232,3972.92
5697.321600548612,2913.57
11767.900263753398,7147.47
24792.4584698625,32787.46
14946.722901174955,13981.85
22924.33183953978,20149.32
10621.396042878023,5757.41
8556.645793777163,5910.94
9815.160473232561,18804.75
10086.890259448617,8444.47
7709.079543734342,4428.89
7282.719047822007,1163.46
31412.992799455977,42124.52
11380.238401059323,7160.09
12917.469844458323,13937.67
6126.204669649251,2639.04
6859.931726332266,2128.43
7100.4993597278535,1532.47
9401.374844237682,6985.51
6550.658013607175,3046.06
6935.216945674601,3309.79
11039.820053088546,10096.97
5717.795208169544,2155.68
14098.822230288355,13470.86
6226.3635984561715,2731.91
9990.266464545264,8027.97
11102.664470516653,7418.52
9407.506283089684,7337.75
13642.500916955909,10928.85
6588.429141284356,1135.94
30492.00563128819,43254.42
19456.97776923361,16884.92
13718.601011769617,10269.46
13727.173037529692,13063.88
6859.931726332266,2138.07
25288.138137812068,21978.68
12742.372833488562,13047.33
7572.159304209192,20277.81
7921.445997067318,5708.87
27562.245825170918,37465.34
13238.253879319953,10976.25
9217.483485886985,6640.54
25715.839649467885,27533.91
10438.45135197142,6112.35
14342.377092553947,13844.8
23834.168957307516,19444.27
11000.844363184675,7345.08
6488.447763619672,1261.44
10642.83254730361,8604.48
8005.971010051953,4661.29
10504.007811322537,8515.76
12365.398003928229,8083.92
6709.672603291436,3213.62
8880.679583244504,5966.89
5475.412197138974,1964.78
9446.204448618144,4347.02
28796.970754918824,39047.29
11623.605747496567,7358.18
14638.060635232123,14235.07
6871.059161141831,3554.2
10839.08392523975,10156.78
9689.550426044278,3994.18
5238.190248425837,1875.34
24920.840025855123,44501.4
8622.14584061719,3366.67
11246.33373272086,11345.52
10024.340230918828,28340.19
15731.175848141713,13919.82
25434.120885816505,33750.29
8055.220706647873,3172.02
6333.610408483533,3208.79
21430.677079316432,16138.76
7328.0216231812865,2211.13
8138.873580993071,2498.41
11097.591305073105,7371.77
6516.304444625148,2483.74
12303.828173212945,8116.27
20220.35331770194,14571.89
14159.998355465923,12950.07
12452.25855571952,8527.53
5920.1635344673105,2137.65
8339.754880387238,26018.95
5525.170170896323,2201.1
8026.5262185132015,5266.37
14256.974590151218,12643.38
19422.19082799453,17748.51
16137.723010227735,36580.28
8535.086378459717,3410.32
13535.222443485267,11090.72
5087.6706669991,1121.87
13330.37876550216,14988.43
9847.21580635658,8252.28
30626.963413964575,41919.1
28689.77959261089,38415.47
12687.07917442367,8410.05
27571.50098652194,37701.88
27464.855520425263,30942.19
14856.79065143282,14043.48
30688.822689912213,41949.24
10883.39362468854,9282.48
9077.892912873052,6389.38
7152.248089613702,1826.84
13972.187298944795,12347.17
30880.182606804814,48824.45
7282.719047822007,1146.8
23217.145925638506,19798.05
11193.916524310085,10436.1
10147.83035673985,8302.54
6290.5655175349475,25081.77
11441.220922473665,7954.52
25010.79400052819,33907.55
27120.601471084046,43896.38
25249.11626575097,29141.36
9331.352201871927,7222.79
6869.21437017489,3385.4
8021.13359619945,24059.68
7201.782520674811,4133.64
9142.920175192417,6600.36
14719.371167543824,14210.54
12973.11193018911,9290.14
10300.894899284023,8233.1
13548.035922685347,33471.97
27762.943436196554,36950.26
4942.328318187854,1242.26
25548.10167266614,24180.93
27082.07203084605,51194.56
11672.549316260287,8116.68
6791.975871531851,3279.87
12917.554142433028,9411.0
13194.803733103157,9748.91
11681.801368115192,11085.59
7041.566121024554,4391.65
10691.946132574107,6373.56
14491.424933518716,12592.53
10784.389709032876,9863.47
6730.702074080122,1629.83
14027.621486157343,11945.13
9097.967554089097,6203.9
23212.801444767574,20745.99
30695.161096790842,43921.18
13892.366438191119,10600.55
13506.018606979158,21797.0
25979.759846428067,34472.84
24495.41318641836,23568.27
25549.784702408644,28950.47
23388.347833018866,22478.6
24520.808339960735,19362.0
22658.601243698264,20009.63
22175.95503274291,19933.46
10172.56723218895,4915.06
25434.120885816505,36219.41
10382.3493267724,4837.58
7698.943440310735,4564.19
21315.086768503454,16577.78
14579.611633819572,13143.86
7768.779156898501,2217.47
28992.523856407992,38746.36
30396.16441878194,44641.2
9385.119962676694,7419.48
12428.496910674396,8968.33
8441.387163538871,5261.47
13693.237637115602,12105.32
29108.783666215015,40103.89
8633.229908517695,3500.61
11284.351200233872,10422.92
14031.137352273754,11394.07
7459.913033507768,2730.11
9093.161408128959,3490.55
10906.133720424714,10197.77
29396.60917227203,48673.56
12545.33506709243,9541.7
11225.293692580512,6289.75
8320.040678929843,19673.34
7970.280995268686,2741.95
31877.122387669544,47403.88
21193.15993460117,16657.72
7051.964054614518,2166.73
7069.856345930484,1877.93
29817.667332872417,38998.55
11095.08160076896,6849.03
14806.756186297243,11987.17
11363.237263425905,11070.54
7390.944473738235,4529.48
9299.619292885222,18903.49
12953.706202080419,9722.77
25904.189969482766,33475.82
27069.540150039185,30184.94
25644.59173740572,34617.84
8683.607979797725,5484.47
27505.3332415157,35595.59
30685.724580434682,42856.84
10366.422210673387,8930.93
14494.997690830292,27322.73
12476.904004976797,8413.46
6488.447763619672,1261.86
11886.405814819827,12146.97
10953.866980598912,10355.64
11460.663053873868,7196.87
8979.822656639139,3693.43
6603.048938765271,2867.12
13158.111413292983,10338.93
9979.974279638065,7640.31
13052.433465128568,9377.9
11218.751160323043,10107.22
5053.184553577808,1632.56
25460.512579280316,36397.58
15434.851281489719,12949.16
11944.719603003561,12475.35
14098.822230288355,13462.52
29771.28069629886,39556.49
14285.800817263664,13880.95
26429.712560027183,34254.05
27167.88065677396,26926.51
11678.613773521149,11735.88
20175.75211690487,15518.18
14362.798349264209,11946.63
6626.676631012055,2902.91
25789.555433125366,42112.24
8524.47591951811,5415.66
25600.23944184424,34838.87
22427.258835511413,15820.7
15064.753652222134,14313.85
24613.657254639373,33307.55
10900.24859117905,5709.16
13327.014291003852,14001.13
8162.2582504121965,4747.05
11243.903850325994,10106.13
8699.838283246325,6311.95
8630.706173736204,4234.93
5310.998072704491,1708.0
15711.094704317642,15230.32
10116.512130102234,5253.52
25473.053927951107,24915.22
12478.53966169174,9872.7
11723.550386717478,11837.16
27271.250663371597,37165.16
9526.005333480603,7281.51
11074.676201460981,10959.33
13485.158269277454,10825.25
15338.590012550918,14474.68
29211.36909517225,39125.33
12804.733083038602,10704.47
8359.597082493217,5031.27
12083.025569827201,19496.72
13832.297694198562,11436.74
9676.650228140554,4058.12
25029.236965341646,23306.55
28738.972827529025,41661.6
22918.35209299314,22331.57
12664.707232284592,10118.42
8180.582512011086,5385.34
7232.068968056687,4134.08
9911.671459037234,19214.71
10124.72253282244,8428.07
11793.558608962758,7639.42
23323.17933096827,21771.34
8946.295026052587,6753.04
8680.82327657106,5855.9
10217.285179422393,8211.1
26432.78402141027,37079.37
7217.855553622092,10795.94
12267.973900648787,13041.92
5730.913295444854,2585.27
8132.222419778105,3056.39
12701.31293324632,8162.72
11787.763741116549,7265.7
7328.0216231812865,2203.74
30306.458642126963,41676.08
9036.119477064829,6067.13
6736.440808173511,3594.17
13874.112768094106,11512.4
9733.313274764694,21232.18
7029.283314257536,3558.62
9593.344003953072,7046.72
7145.297723565274,3561.89
6369.216412006892,2775.19
6688.1394164076555,18838.7
8332.198025670925,2727.4
11073.720101186422,9301.89
11267.694856514345,7731.86
8839.147818468882,6117.49
9381.844998877545,24603.05
5413.5348418353715,1665.0
11689.244135877652,11015.17
27327.36586521138,36085.22
6826.961439613,1639.56
6209.780123711451,22493.66
12387.789810192078,13224.69
32515.51567570638,46599.11
26535.689734199936,27037.91
23442.737681153525,35069.37
14457.455540974024,12265.51
10791.014269613966,9861.02
8644.671396597432,3597.6
7037.245527008996,3761.29
11843.844303638576,12224.35
7564.309140122172,4766.02
11801.705772532277,8062.76
